Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS/48,MP
Anthony Brown,3.9,3,0.7,0.5,0.1,0.36,0.259,,0.001,14.5
Bobby Brown,2.5,0.2,0.6,0,0,0.383,0.4,1,0.04,4.9
Jaylen Brown,6.6,2.8,0.8,0.4,0.2,0.454,0.341,0.685,0.053,17.2
Nicolás Brussino,2.8,1.8,0.9,0.3,0.1,0.369,0.305,0.773,0.055,9.6
Reggie Bullock,4.5,2.1,0.9,0.6,0.1,0.422,0.384,0.714,0.101,15.1
Trey Burke,5,0.8,1.8,0.2,0.1,0.455,0.443,0.759,0.036,12.3
Alec Burks,6.7,2.9,0.7,0.4,0.1,0.399,0.329,0.769,0.056,15.5
Jimmy Butler,23.9,6.2,5.5,1.9,0.4,0.455,0.367,0.865,0.236,37
Bruno Caboclo,1.6,1.1,0.4,0.2,0.1,0.375,0.333,,0.083,4.4
José Calderón,3.4,1.8,2.1,0.3,0,0.41,0.313,0.917,0.023,13.1
Kentavious Caldwell-Pope,13.8,3.3,2.5,1.2,0.2,0.399,0.35,0.832,0.086,33.3
Isaiah Canaan,4.6,1.3,0.9,0.6,0,0.364,0.266,0.909,0.042,15.2
Clint Capela,12.6,8.1,1,0.5,1.2,0.643,,0.531,0.184,23.9
DeMarre Carroll,8.9,3.8,1,1.1,0.4,0.4,0.341,0.761,0.097,26.1
Vince Carter,8,3.1,1.8,0.8,0.5,0.394,0.378,0.765,0.106,24.6
Michael Carter-Williams,6.6,3.4,2.5,0.8,0.5,0.366,0.234,0.753,0.013,18.8
Omri Casspi,5.2,3.1,1,0.6,0.1,0.47,0.349,0.586,0.038,17.9
Willie Cauley-Stein,8.1,4.5,1.1,0.7,0.6,0.53,0,0.669,0.1,18.9
Tyson Chandler,8.4,11.5,0.6,0.7,0.5,0.671,,0.734,0.151,27.6
Wilson Chandler,15.7,6.5,2,0.7,0.4,0.461,0.337,0.727,0.077,30.9
Marquese Chriss,9.2,4.2,0.7,0.8,0.9,0.449,0.321,0.624,0.05,21.3
Rakeem Christmas,2,1.9,0.1,0.1,0.2,0.442,,0.724,0.099,7.6
Semaj Christon,2.9,1.4,2,0.4,0.1,0.345,0.19,0.548,0.006,15.2
Ian Clark,6.8,1.6,1.2,0.5,0.1,0.487,0.374,0.759,0.099,14.8
Jordan Clarkson,14.7,3,2.6,1.1,0.1,0.445,0.329,0.798,0.024,29.2
Norris Cole,3.3,0.8,1.1,0.6,0,0.308,0.231,0.8,-0.033,9.6
Darren Collison,13.2,2.2,4.6,1,0.1,0.476,0.417,0.86,0.091,30.3
Nick Collison,1.7,1.6,0.6,0.1,0.1,0.609,0,0.625,0.145,6.4
Mike Conley,20.5,3.5,6.3,1.3,0.3,0.46,0.408,0.859,0.209,33.2
Pat Connaughton,2.5,1.3,0.7,0.2,0.1,0.514,0.515,0.778,0.09,8.1
Quinn Cook,5.6,0.5,1.9,0.3,0,0.5,0.423,0.4,0.047,13.4
DeMarcus Cousins,27,11,4.6,1.4,1.3,0.452,0.361,0.772,0.149,34.2
Robert Covington,12.9,6.5,1.5,1.9,1,0.399,0.333,0.822,0.071,31.6
Allen Crabbe,10.7,2.9,1.2,0.7,0.3,0.468,0.444,0.847,0.089,28.5
Jamal Crawford,12.3,1.6,2.6,0.7,0.2,0.413,0.36,0.857,0.043,26.3
Jordan Crawford,14.1,1.8,3,0.6,0.1,0.482,0.389,0.769,0.102,23.3
Jae Crowder,13.9,5.8,2.2,1,0.3,0.463,0.398,0.811,0.137,32.4
Dante Cunningham,6.6,4.2,0.6,0.6,0.4,0.485,0.392,0.593,0.088,25
Seth Curry,12.8,2.6,2.7,1.1,0.1,0.481,0.425,0.85,0.11,29
Stephen Curry,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,0.229,33.4
Troy Daniels,8.2,1.5,0.7,0.3,0.1,0.374,0.389,0.796,0.051,17.7
Anthony Davis,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,0.195,36.1
Deyonta Davis,1.6,1.7,0.1,0.1,0.5,0.511,,0.556,0.097,6.6
Ed Davis,4.3,5.3,0.6,0.3,0.5,0.528,,0.617,0.104,17.2
Dewayne Dedmon,5.1,6.5,0.6,0.5,0.8,0.622,,0.699,0.189,17.5
Sam Dekker,6.5,3.7,1,0.5,0.3,0.473,0.321,0.559,0.104,18.4
Malcolm Delaney,5.4,1.7,2.6,0.5,0,0.374,0.236,0.806,0.005,17.1
Matthew Dellavedova,7.6,1.9,4.7,0.7,0,0.39,0.367,0.854,0.029,26.1
Luol Deng,7.6,5.3,1.3,0.9,0.4,0.387,0.309,0.73,0.029,26.5
DeMar DeRozan,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,0.166,35.4
Cheick Diallo,5.1,4.3,0.2,0.2,0.4,0.474,,0.714,0.111,11.7
Boris Diaw,4.6,2.2,2.3,0.2,0.1,0.446,0.247,0.743,0.041,17.6
Gorgui Dieng,10,7.9,1.9,1.1,1.2,0.502,0.372,0.814,0.103,32.4
Spencer Dinwiddie,7.3,2.8,3.1,0.7,0.4,0.444,0.376,0.792,0.101,22.6
Toney Douglas,4.9,2.5,2.3,0.8,0.2,0.368,0.167,0.828,0.059,16.4
Goran Dragić,20.3,3.8,5.8,1.2,0.2,0.475,0.405,0.79,0.147,33.7
Andre Drummond,13.6,13.8,1.1,1.5,1.1,0.53,0.286,0.386,0.133,29.7
Jared Dudley,6.8,3.5,1.9,0.7,0.3,0.454,0.379,0.662,0.064,21.3
Mike Dunleavy,5.2,2.2,0.9,0.3,0.1,0.423,0.396,0.8,0.086,15.9
Kris Dunn,3.8,2.1,2.4,1,0.5,0.377,0.288,0.61,0.004,17.1
Kevin Durant,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,0.278,33.4
Jarell Eddie,4.8,1.4,0,0.2,0,0.316,0.25,0.889,0.054,12.4
Henry Ellenson,3.2,2.2,0.4,0.1,0.1,0.359,0.286,0.5,-0.071,7.7
Wayne Ellington,10.5,2.1,1.1,0.6,0.1,0.416,0.378,0.86,0.105,24.2
Monta Ellis,8.5,2.8,3.2,1.1,0.4,0.443,0.319,0.727,0.026,27
Joel Embiid,20.2,7.8,2.1,0.9,2.5,0.466,0.367,0.783,0.117,25.4
James Ennis III,6.7,4,1,0.7,0.3,0.455,0.372,0.782,0.101,23.5
Tyler Ennis,4.3,0.8,1.6,0.5,0,0.433,0.386,0.84,0.031,11.1
Tyreke Evans,10.3,3.4,3.1,0.9,0.2,0.405,0.356,0.75,0.045,19.7
Dante Exum,6.2,2,1.7,0.3,0.2,0.427,0.295,0.795,0.046,18.6
Kenneth Faried,9.6,7.6,0.9,0.7,0.7,0.548,0,0.693,0.168,21.2
Jordan Farmar,6,1.5,4.5,1,0,0.333,0.444,,0.063,17.5
Derrick Favors,9.5,6.1,1.1,0.9,0.8,0.487,0.3,0.615,0.109,23.7
Kay Felder,4,1,1.4,0.4,0.2,0.392,0.318,0.714,0.008,9.2
Cristiano Felício,4.8,4.7,0.6,0.4,0.3,0.579,,0.645,0.158,15.8
Raymond Felton,6.7,2.7,2.4,0.8,0.3,0.43,0.319,0.781,0.055,21.3
Yogi Ferrell,10,2.4,3.7,0.9,0.2,0.406,0.386,0.831,0.072,26
Dorian Finney-Smith,4.3,2.7,0.8,0.6,0.3,0.372,0.293,0.754,0.041,20.3
Bryn Forbes,2.6,0.6,0.6,0,0,0.364,0.321,0.833,0.014,7.9
Evan Fournier,17.2,3.1,3,1,0.1,0.439,0.356,0.805,0.059,32.9
Randy Foye,5.2,2.2,2,0.5,0.1,0.363,0.33,0.857,0.006,18.6
Tim Frazier,7.1,2.7,5.2,0.9,0.1,0.403,0.313,0.76,0.075,23.5
Enes Freedom,14.3,6.7,0.9,0.4,0.5,0.545,0.132,0.786,0.183,21.3
Channing Frye,9.1,3.9,0.6,0.4,0.5,0.458,0.409,0.851,0.125,18.9
Danilo Gallinari,18.2,5.2,2.1,0.6,0.2,0.447,0.389,0.902,0.154,33.9
Langston Galloway,7.9,2.1,1.3,0.6,0.1,0.38,0.39,0.797,0.04,20.2
Patricio Garino,0,1.4,0,0,0,0,0,,-0.25,8.6
Marc Gasol,19.5,6.3,4.6,0.9,1.3,0.459,0.388,0.837,0.145,34.2
Pau Gasol,12.4,7.8,2.3,0.4,1.1,0.502,0.538,0.707,0.19,25.4
Rudy Gay,18.7,6.3,2.8,1.5,0.9,0.455,0.372,0.855,0.087,33.8
Michael Gbinije,0.4,0.3,0.2,0,0,0.1,0,1,-0.136,3.6
Alonzo Gee,0.8,1.2,0.5,0.4,0.1,0.214,0,0.556,-0.032,6.8
Paul George,23.7,6.6,3.3,1.6,0.4,0.461,0.393,0.898,0.126,35.9
Marcus Georges-Hunt,2.8,1.8,0.6,0.2,0,0.286,0.5,0.9,0.107,9.6
Jonathan Gibson,6.2,1.3,1.5,0.5,0,0.368,0.333,0.724,-0.03,13.6
Taj Gibson,10.8,6.2,0.9,0.5,0.8,0.515,0.231,0.715,0.097,25.5
Manu Ginóbili,7.5,2.3,2.7,1.2,0.2,0.39,0.392,0.804,0.11,18.7
Rudy Gobert,14,12.8,1.2,0.6,2.6,0.661,0,0.653,0.25,33.9
Archie Goodwin,7.3,1.9,1.6,0.3,0.3,0.545,0.333,0.786,0.153,14.3
Aaron Gordon,12.7,5.1,1.9,0.8,0.5,0.454,0.288,0.719,0.077,28.7
Eric Gordon,16.2,2.7,2.5,0.6,0.5,0.406,0.372,0.84,0.079,31
Marcin Gortat,10.8,10.4,1.5,0.5,0.7,0.579,0,0.648,0.127,31.2
Treveon Graham,2.1,0.8,0.2,0.2,0,0.475,0.6,0.667,0.108,7
Jerami Grant,5.5,2.6,0.6,0.4,1,0.463,0.371,0.612,0.091,19.1
Jerian Grant,5.9,1.8,1.9,0.7,0.1,0.425,0.366,0.89,0.119,16.3
Danny Green,7.3,3.3,1.8,1,0.8,0.392,0.379,0.844,0.09,26.6
Draymond Green,10.2,7.9,7,2,1.4,0.418,0.308,0.709,0.16,32.5
Gerald Green,5.6,1.8,0.7,0.2,0.1,0.409,0.351,0.805,0.05,11.4
JaMychal Green,8.9,7.1,1.1,0.6,0.4,0.5,0.379,0.802,0.132,27.3
Jeff Green,9.2,3.1,1.2,0.5,0.2,0.394,0.275,0.863,0.022,22.2
Blake Griffin,21.6,8.1,4.9,0.9,0.4,0.493,0.336,0.76,0.179,34
Justin Hamilton,6.9,4.1,0.9,0.5,0.7,0.459,0.306,0.75,0.084,18.4
A.J. Hammons,2.2,1.6,0.2,0,0.6,0.405,0.5,0.45,-0.001,7.4
Tim Hardaway Jr.,14.5,2.8,2.3,0.7,0.2,0.455,0.357,0.766,0.107,27.3
James Harden,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,0.245,36.4
Maurice Harkless,10,4.4,1.1,1.1,0.9,0.503,0.351,0.621,0.091,28.9
Justin Harper,4,1.7,0.7,0,0,0.417,0.286,,-0.103,10.3
Montrezl Harrell,9.1,3.8,1.1,0.3,0.7,0.652,0.143,0.628,0.183,18.3
Devin Harris,6.7,2,2.1,0.7,0.1,0.399,0.328,0.829,0.096,16.7
Gary Harris,14.9,3.1,2.9,1.2,0.1,0.502,0.42,0.776,0.124,31.3
Joe Harris,8.2,2.8,1,0.6,0.2,0.425,0.385,0.714,0.032,21.9
Manny Harris,2,2.3,0.5,0,0,0.2,0,0.5,-0.364,6.3
Tobias Harris,16.1,5.1,1.7,0.7,0.5,0.481,0.347,0.841,0.128,31.3
Aaron Harrison,0.2,0.6,0.6,0,0,0,0,0.5,-0.146,3.4
Andrew Harrison,5.9,1.9,2.8,0.7,0.3,0.325,0.276,0.763,0.051,20.5
Udonis Haslem,1.9,2.3,0.4,0.4,0.1,0.478,0,0.6,0.074,8.1
Spencer Hawes,6.2,3.5,1.5,0.3,0.6,0.484,0.309,0.846,0.102,14.8
Gordon Hayward,21.9,5.4,3.5,1,0.3,0.471,0.398,0.844,0.199,34.5
Gerald Henderson,9.2,2.6,1.6,0.6,0.2,0.423,0.353,0.806,0.059,23.2
John Henson,6.8,5.1,1,0.5,1.3,0.515,0,0.692,0.116,19.4
Juancho Hernangómez,4.9,3,0.5,0.5,0.2,0.451,0.407,0.75,0.104,13.6
Willy Hernangómez,8.2,7,1.3,0.6,0.5,0.529,0.267,0.728,0.123,18.4
Mario Hezonja,4.9,2.2,1,0.5,0.2,0.355,0.299,0.8,-0.033,14.8
Roy Hibbert,4.6,3.2,0.4,0.2,1,0.544,,0.813,0.129,14.2
Buddy Hield,10.6,3.3,1.5,0.5,0.1,0.426,0.391,0.842,0.032,23
Nenê,9.1,4.2,1,0.8,0.6,0.617,0.333,0.589,0.165,17.9
George Hill,16.9,3.4,4.2,1,0.2,0.477,0.403,0.801,0.182,31.5
Jordan Hill,1.7,2,0,0.1,0,0.385,,1,-0.033,6.7
Solomon Hill,7,3.8,1.8,0.9,0.4,0.383,0.348,0.805,0.055,29.7
Darrun Hilliard,3.3,0.8,0.8,0.3,0.1,0.373,0.261,0.75,-0.027,9.8
Jrue Holiday,15.4,3.9,7.3,1.5,0.7,0.454,0.356,0.708,0.084,32.7
Justin Holiday,7.7,2.7,1.2,0.8,0.4,0.433,0.355,0.825,0.073,20
Rondae Hollis-Jefferson,8.7,5.8,2,1.1,0.6,0.434,0.224,0.751,0.07,22.6
Richaun Holmes,9.8,5.5,1,0.7,1,0.558,0.351,0.699,0.151,20.9
Rodney Hood,12.7,3.4,1.6,0.6,0.2,0.408,0.371,0.783,0.078,27
Al Horford,14,6.8,5,0.8,1.3,0.473,0.355,0.8,0.138,32.3
Danuel House Jr.,0,1,0,0,0,,,,0.163,1
Dwight Howard,13.5,12.7,1.4,0.9,1.2,0.633,0,0.533,0.181,29.7
Marcelo Huertas,2.7,1,2.3,0.4,0.1,0.368,0.211,0.529,-0.025,10.3
Josh Huestis,7,4.5,1.5,0,1.5,0.545,0.5,0,0.265,15.5
Kris Humphries,4.6,3.7,0.5,0.3,0.4,0.407,0.352,0.78,0.115,12.3
R.J. Hunter,0,0.3,0,0,0,0,0,,-0.088,3
Serge Ibaka,14.8,6.8,0.9,0.5,1.6,0.48,0.391,0.856,0.101,30.7
Andre Iguodala,7.6,4,3.4,1,0.5,0.528,0.362,0.706,0.167,26.3
Ersan İlyasova,13.1,5.9,1.7,0.7,0.3,0.431,0.353,0.778,0.091,26.1
Joe Ingles,7.1,3.2,2.7,1.2,0.1,0.452,0.441,0.735,0.123,24
Brandon Ingram,9.4,4,2.1,0.6,0.5,0.402,0.294,0.621,-0.007,28.8
Kyrie Irving,25.2,3.2,5.8,1.2,0.3,0.473,0.401,0.905,0.17,35.1
Jarrett Jack,3,0,2.5,1,0,0.667,0,1,0.06,16.5
Demetrius Jackson,2,0.8,0.6,0,0,0.75,1,0.5,0.386,3.4
Pierre Jackson,4.4,1.1,2.4,0.3,0,0.333,0.273,0.857,0.021,10.5
Reggie Jackson,14.5,2.2,5.2,0.7,0.1,0.419,0.359,0.868,0.065,27.4
LeBron James,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,0.221,37.8
Al Jefferson,8.1,4.2,0.9,0.3,0.2,0.499,0,0.765,0.119,14.1
Richard Jefferson,5.7,2.6,1,0.3,0.1,0.446,0.333,0.741,0.063,20.4
John Jenkins,1.8,0.3,0.3,0,0,0.4,0.5,1,0.167,3.3
Brandon Jennings,7.1,2.4,4.9,0.9,0,0.359,0.313,0.75,0.046,22.2
Jonas Jerebko,3.8,3.5,0.9,0.3,0.2,0.435,0.346,0.703,0.08,15.8
Amir Johnson,6.5,4.6,1.8,0.6,0.8,0.576,0.409,0.67,0.149,20.1
Brice Johnson,1.3,1,0.3,0.7,0.3,0.286,,,-0.165,3
James Johnson,12.8,4.9,3.6,1,1.1,0.479,0.34,0.707,0.117,27.4
Joe Johnson,9.2,3.1,1.8,0.5,0.2,0.436,0.411,0.818,0.099,23.6
Stanley Johnson,4.4,2.5,1.4,0.7,0.3,0.353,0.292,0.679,0.012,17.8
Tyler Johnson,13.7,4,3.2,1.2,0.6,0.433,0.372,0.768,0.128,29.8
Wesley Johnson,2.7,2.7,0.3,0.4,0.4,0.365,0.246,0.647,0.051,11.9
Nikola Jokić,16.7,9.8,4.9,0.8,0.8,0.578,0.324,0.825,0.228,27.9
Dahntay Jones,9,2,1,0,0,0.375,0,0.75,-0.03,12
Damian Jones,1.9,2.3,0,0.1,0.4,0.5,,0.3,0.018,8.5
Derrick Jones Jr.,5.3,2.5,0.4,0.4,0.4,0.562,0.273,0.707,0.098,17
James Jones,2.8,0.8,0.3,0.1,0.2,0.478,0.47,0.65,0.102,7.9
Terrence Jones,10.8,5.7,1.1,0.7,1,0.47,0.253,0.606,0.086,23.5
Tyus Jones,3.5,1.1,2.6,0.8,0.1,0.414,0.356,0.767,0.096,12.9
DeAndre Jordan,12.7,13.8,1.2,0.6,1.7,0.714,0,0.482,0.221,31.7
Cory Joseph,9.3,2.9,3.3,0.8,0.2,0.452,0.356,0.77,0.082,25
Frank Kaminsky,11.7,4.5,2.2,0.6,0.5,0.399,0.328,0.756,0.056,26.1
Ryan Kelly,1.6,1.1,0.5,0.3,0.3,0.286,0.4,0.833,0.029,6.9
Michael Kidd-Gilchrist,9.2,7,1.4,1,1,0.477,0.111,0.784,0.119,29
Sean Kilpatrick,13.1,4,2.2,0.6,0.1,0.415,0.341,0.843,0.04,25.1
Brandon Knight,11,2.2,2.4,0.5,0.1,0.398,0.324,0.857,0.015,21.1
Kyle Korver,10.1,2.8,1.6,0.5,0.3,0.464,0.451,0.905,0.1,26.2
Kosta Koufos,6.6,5.7,0.7,0.5,0.7,0.551,0,0.613,0.089,20
Mindaugas Kuzminskas,6.3,1.9,1,0.4,0.2,0.428,0.321,0.809,0.055,14.9
Skal Labissière,8.8,4.9,0.8,0.5,0.4,0.537,0.375,0.703,0.099,18.5
Jeremy Lamb,9.7,4.3,1.2,0.4,0.4,0.46,0.281,0.853,0.115,18.4
Nicolás Laprovíttola,3.3,0.6,1.6,0.2,0.1,0.426,0.37,1,0.044,9.7
Joffrey Lauvergne,5.4,3.6,1,0.4,0.1,0.44,0.337,0.63,0.075,14
Zach LaVine,18.9,3.4,3,0.9,0.2,0.459,0.387,0.836,0.082,37.2
Ty Lawson,9.9,2.6,4.8,1.1,0.1,0.454,0.288,0.797,0.088,25.1
Jake Layman,2.2,0.7,0.3,0.3,0.1,0.292,0.255,0.765,-0.054,7.1
Courtney Lee,10.8,3.4,2.3,1.1,0.3,0.456,0.401,0.867,0.081,31.9
David Lee,7.3,5.6,1.6,0.4,0.5,0.59,,0.708,0.186,18.7
Alex Len,8,6.6,0.6,0.5,1.3,0.497,0.25,0.721,0.091,20.3
Kawhi Leonard,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,0.264,33.4
Meyers Leonard,5.4,3.2,1,0.2,0.4,0.386,0.347,0.875,0.053,16.5
Jon Leuer,10.2,5.4,1.5,0.4,0.3,0.48,0.293,0.867,0.112,25.9
Caris LeVert,8.2,3.3,1.9,0.9,0.1,0.45,0.321,0.72,0.07,21.7
DeAndre Liggins,2.5,1.7,0.9,0.8,0.2,0.387,0.37,0.625,0.031,12.5
Damian Lillard,27,4.9,5.9,0.9,0.3,0.444,0.37,0.895,0.185,35.9
Jeremy Lin,14.5,3.8,5.1,1.2,0.4,0.438,0.372,0.816,0.116,24.5
Shaun Livingston,5.1,2,1.8,0.5,0.3,0.547,0.333,0.7,0.093,17.7
Shawn Long,8.2,4.7,0.7,0.5,0.5,0.56,0.368,0.543,0.195,13
Kevon Looney,2.5,2.3,0.5,0.3,0.3,0.523,0.222,0.618,0.155,8.4
Brook Lopez,20.5,5.4,2.3,0.5,1.7,0.474,0.346,0.81,0.105,29.6
Robin Lopez,10.4,6.4,1,0.2,1.4,0.493,0,0.721,0.09,28
Kevin Love,19,11.1,1.9,0.9,0.4,0.427,0.373,0.871,0.163,31.4
Kyle Lowry,22.4,4.8,7,1.5,0.3,0.464,0.412,0.819,0.216,37.4
John Lucas III,0.4,0,0.2,0.4,0,0.25,0,,-0.033,2.2
Timothé Luwawu-Cabarrot,6.4,2.2,1.1,0.5,0.1,0.402,0.311,0.854,0.034,17.2
Trey Lyles,6.2,3.3,1,0.4,0.3,0.362,0.319,0.722,0.031,16.3
Sheldon Mac,3,1.1,0.5,0.3,0.1,0.4,0.233,0.852,0.076,9.6
Shelvin Mack,7.8,2.3,2.8,0.8,0.1,0.446,0.308,0.688,0.054,21.9
Ian Mahinmi,5.6,4.8,0.6,1.1,0.8,0.586,,0.573,0.123,17.9
Thon Maker,4,2,0.4,0.2,0.5,0.459,0.378,0.653,0.113,9.9
Boban Marjanović,5.5,3.7,0.3,0.2,0.3,0.545,,0.81,0.28,8.4
Jarell Martin,3.9,3.9,0.2,0.4,0.2,0.384,0.36,0.8,0.054,13.3
Wesley Matthews,13.5,3.5,2.9,1.1,0.2,0.393,0.363,0.816,0.06,34.2
Luc Mbah a Moute,6.1,2.1,0.5,1,0.4,0.505,0.391,0.678,0.084,22.3
James Michael McAdoo,2.8,1.8,0.3,0.3,0.6,0.53,0.25,0.5,0.117,8.8
Patrick McCaw,4,1.4,1.1,0.5,0.2,0.433,0.333,0.784,0.077,15.1
CJ McCollum,23,3.6,3.6,0.9,0.5,0.48,0.421,0.912,0.131,35
T.J. McConnell,6.9,3.1,6.6,1.7,0.1,0.461,0.2,0.811,0.084,26.3
Chris McCullough,2.3,1.2,0.1,0.1,0.1,0.5,0.143,0.6,0.072,5
K.J. McDaniels,4.2,1.7,0.3,0.4,0.4,0.456,0.303,0.842,0.051,10.3
Doug McDermott,9,2.7,0.9,0.2,0.1,0.447,0.37,0.845,0.083,22.8
JaVale McGee,6.1,3.2,0.2,0.2,0.9,0.652,0,0.505,0.225,9.6
Rodney McGruder,6.4,3.3,1.6,0.6,0.2,0.413,0.332,0.62,0.072,25.2
Ben McLemore,8.1,2.1,0.8,0.5,0.1,0.43,0.382,0.753,0.015,19.3
Jordan McRae,4.4,1.1,0.5,0.2,0.2,0.387,0.353,0.794,0.02,10.4
Josh McRoberts,4.9,3.4,2.3,0.5,0.2,0.373,0.419,0.667,0.036,17.3
