Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS/48,MP
Jodie Meeks,9.1,2.1,1.3,0.9,0.1,0.402,0.409,0.878,0.073,20.5
Salah Mejri,2.9,4.2,0.2,0.4,0.8,0.642,0.333,0.59,0.159,12.4
Jordan Mickey,1.5,1.4,0.3,0.1,0.2,0.441,0,0.571,0.036,5.6
Khris Middleton,14.7,4.2,3.4,1.4,0.2,0.45,0.433,0.88,0.085,30.7
C.J. Miles,10.7,3,0.6,0.6,0.3,0.434,0.413,0.903,0.109,23.4
Mike Miller,1.4,1.9,1.1,0.1,0,0.391,0.4,1,0.018,7.6
Patty Mills,9.5,1.8,3.5,0.8,0,0.44,0.414,0.825,0.139,21.9
Elijah Millsap,1.5,3,0.5,0,0,0.143,0,0.5,-0.233,11.5
Paul Millsap,18.1,7.7,3.7,1.3,0.9,0.442,0.311,0.768,0.132,34
Nikola Mirotić,10.6,5.5,1.1,0.8,0.8,0.413,0.342,0.773,0.107,24
Greg Monroe,11.7,6.6,2.3,1.1,0.5,0.533,0,0.741,0.147,22.5
E'Twaun Moore,9.6,2.1,2.2,0.7,0.4,0.457,0.37,0.77,0.07,24.9
Marcus Morris,14,4.6,2,0.7,0.3,0.418,0.331,0.784,0.072,32.5
Markieff Morris,14,6.5,1.7,1.1,0.6,0.457,0.362,0.837,0.083,31.2
Anthony Morrow,5.5,0.6,0.5,0.5,0,0.389,0.308,0.919,0.083,14.6
Donatas Motiejūnas,4.4,3,0.9,0.5,0.3,0.413,0.234,0.51,0.016,14.1
Timofey Mozgov,7.4,4.9,0.8,0.3,0.6,0.515,0,0.808,0.048,20.4
Emmanuel Mudiay,11,3.2,3.9,0.7,0.2,0.377,0.315,0.784,0.006,25.6
Shabazz Muhammad,9.9,2.8,0.4,0.3,0.1,0.482,0.338,0.774,0.086,19.4
Dejounte Murray,3.4,1.1,1.3,0.2,0.2,0.431,0.391,0.7,0.004,8.5
Jamal Murray,9.9,2.6,2.1,0.6,0.3,0.404,0.334,0.883,0.037,21.5
Mike Muscala,6.2,3.4,1.4,0.4,0.6,0.504,0.418,0.766,0.132,17.7
Larry Nance Jr.,7.1,5.9,1.5,1.3,0.6,0.526,0.278,0.738,0.118,22.9
Shabazz Napier,4.1,1.2,1.3,0.6,0,0.399,0.37,0.776,0.06,9.7
Maurice Ndour,3.1,2,0.3,0.5,0.3,0.453,0.143,0.731,0.059,10.3
Gary Neal,2,0.5,0.5,0,0,0,0,1,-0.189,9
Jameer Nelson,9.2,2.6,5.1,0.7,0.1,0.444,0.388,0.714,0.066,27.3
Raul Neto,2.5,0.8,0.9,0.5,0.1,0.451,0.323,0.889,0.1,8.7
Georges Niang,0.9,0.7,0.2,0.1,0,0.25,0.083,1,-0.168,4
Andrew Nicholson,2.6,1.6,0.3,0.4,0.2,0.387,0.185,0.643,-0.019,9
Joakim Noah,5,8.8,2.2,0.7,0.8,0.49,0,0.436,0.106,22.1
Nerlens Noel,8.7,5.8,1,1.3,1,0.595,0,0.694,0.181,20.5
Lucas Nogueira,4.4,4.3,0.7,0.9,1.6,0.66,0.25,0.657,0.164,19.1
Steve Novak,0.6,0.4,0,0,0,0.286,0.167,,-0.075,2.8
Dirk Nowitzki,14.2,6.5,1.5,0.6,0.7,0.437,0.378,0.875,0.084,26.4
Jusuf Nurkić,10.2,7.2,1.9,0.8,1.1,0.507,0,0.571,0.068,21.4
David Nwaba,6,3.2,0.7,0.7,0.4,0.58,0.2,0.641,0.091,19.9
Johnny O'Bryant,3.5,1.7,0.5,0,0.1,0.5,0.5,0.833,0.088,7.3
Kyle O'Quinn,6.3,5.6,1.5,0.5,1.3,0.521,0.118,0.771,0.151,15.6
Daniel Ochefu,1.3,1.2,0.2,0.1,0,0.444,,0,0.005,3.9
Jahlil Okafor,11.8,4.8,1.2,0.4,1,0.514,,0.671,0.05,22.7
Victor Oladipo,15.9,4.3,2.6,1.2,0.3,0.442,0.361,0.753,0.085,33.2
Kelly Olynyk,9,4.8,2,0.6,0.4,0.512,0.354,0.732,0.127,20.5
Arinze Onuaku,0.5,0.8,0.3,0,0.1,0.5,,,-0.005,3.5
Chinanu Onuaku,2.8,2,0.6,0.6,0.2,0.714,,1,0.123,10.4
Kelly Oubre Jr.,6.3,3.3,0.6,0.7,0.2,0.421,0.287,0.758,0.061,20.3
Zaza Pachulia,6.1,5.9,1.9,0.8,0.5,0.534,0,0.778,0.178,18.1
Georgios Papagiannis,5.6,3.9,0.9,0.1,0.8,0.549,0,0.857,0.057,16.1
Jabari Parker,20.1,6.2,2.8,1,0.4,0.49,0.365,0.743,0.112,33.9
Tony Parker,10.1,1.8,4.5,0.5,0,0.466,0.333,0.726,0.092,25.2
Chandler Parsons,6.2,2.5,1.6,0.6,0.1,0.338,0.269,0.814,0.015,19.9
Lamar Patterson,1.8,1.4,1.2,0.2,0,0.2,0.167,0.667,-0.176,8
Patrick Patterson,6.8,4.5,1.2,0.6,0.4,0.401,0.372,0.717,0.1,24.6
Chris Paul,18.1,5,9.2,2,0.1,0.476,0.411,0.892,0.264,31.5
Adreian Payne,3.5,1.8,0.4,0.4,0.4,0.426,0.2,0.737,0.086,7.5
Cameron Payne,5.2,1.5,1.8,0.5,0.1,0.332,0.314,0.625,-0.035,14.9
Elfrid Payton,12.8,4.7,6.5,1.1,0.5,0.471,0.274,0.692,0.088,29.4
Gary Payton II,3.3,2,2.2,0.5,0.7,0.364,0.111,0.6,-0.074,16.5
Paul Pierce,3.2,1.9,0.4,0.2,0.2,0.4,0.349,0.769,0.015,11.1
Marshall Plumlee,1.9,2.4,0.5,0.2,0.2,0.533,,0.421,0.048,8.1
Mason Plumlee,10.4,7.5,3.5,0.9,1.1,0.536,0,0.58,0.135,26.5
Miles Plumlee,2.5,2.1,0.5,0.4,0.3,0.478,,0.641,0.045,10.8
Jakob Poeltl,3.1,3.1,0.2,0.3,0.4,0.583,,0.544,0.125,11.6
Otto Porter Jr.,13.4,6.4,1.5,1.5,0.5,0.516,0.434,0.832,0.173,32.6
Bobby Portis,6.8,4.6,0.5,0.3,0.2,0.488,0.333,0.661,0.114,15.6
Kristaps Porziņģis,18.1,7.2,1.5,0.7,2,0.45,0.357,0.786,0.1,32.8
Dwight Powell,6.7,4,0.6,0.8,0.5,0.515,0.284,0.759,0.165,17.3
Norman Powell,8.4,2.2,1.1,0.7,0.2,0.449,0.324,0.792,0.097,18
Alex Poythress,10.7,4.8,0.8,0.5,0.3,0.463,0.316,0.8,0.099,26.2
Ronnie Price,1,0.8,1.3,0.8,0.1,0.167,0.176,0.75,0.002,9.6
Taurean Prince,5.7,2.7,0.9,0.7,0.5,0.4,0.324,0.787,0.054,16.6
Tim Quarterman,1.9,0.9,0.7,0.1,0.2,0.448,0.385,0,-0.044,5
Chasson Randle,5.3,1.2,1.3,0.3,0.1,0.408,0.34,0.953,0.106,11.5
Julius Randle,13.2,8.6,3.6,0.7,0.5,0.488,0.27,0.723,0.08,28.8
Zach Randolph,14.1,8.2,1.7,0.5,0.1,0.449,0.223,0.731,0.086,24.5
JJ Redick,15,2.2,1.4,0.7,0.2,0.445,0.429,0.891,0.105,28.2
Willie Reed,5.3,4.7,0.4,0.3,0.7,0.568,0.25,0.557,0.168,14.5
Josh Richardson,10.2,3.2,2.6,1.1,0.7,0.394,0.33,0.779,0.066,30.5
Malachi Richardson,3.6,1,0.5,0.2,0,0.412,0.286,0.789,0.028,9
Austin Rivers,12,2.2,2.8,0.6,0.1,0.442,0.371,0.691,0.059,27.8
Andre Roberson,6.6,5.1,1,1.2,1,0.464,0.245,0.423,0.085,30.1
Brian Roberts,3.5,1,1.3,0.2,0,0.377,0.386,0.846,0.028,10.1
Glenn Robinson III,6.1,3.6,0.7,0.6,0.3,0.467,0.392,0.711,0.085,20.7
Thomas Robinson,5,4.6,0.6,0.5,0.2,0.536,0,0.47,0.079,11.7
Sergio Rodríguez,7.8,2.3,5.1,0.7,0.1,0.392,0.365,0.667,0.023,22.3
Rajon Rondo,7.8,5.1,6.7,1.4,0.2,0.408,0.376,0.6,0.06,26.7
Derrick Rose,18,3.8,4.4,0.7,0.3,0.471,0.217,0.874,0.068,32.5
Terrence Ross,11,2.6,1.1,1.1,0.4,0.437,0.363,0.831,0.086,25.1
Terry Rozier,5.5,3.1,1.8,0.6,0.1,0.367,0.318,0.773,0.054,17.1
Ricky Rubio,11.1,4.1,9.1,1.7,0.1,0.402,0.306,0.891,0.119,32.9
Damjan Rudež,1.8,0.6,0.4,0.3,0,0.352,0.313,,0.008,7
Brandon Rush,4.2,2.1,1,0.5,0.5,0.374,0.386,0.722,0.019,21.9
D'Angelo Russell,15.6,3.5,4.8,1.4,0.3,0.405,0.352,0.782,0.033,28.7
Domantas Sabonis,5.9,3.6,1,0.5,0.4,0.399,0.321,0.657,0.022,20.1
Larry Sanders,0.8,0.8,0,0.2,0.2,0.25,,1,-0.029,2.6
Dario Šarić,12.8,6.3,2.2,0.7,0.4,0.411,0.311,0.782,0.023,26.3
Tomáš Satoranský,2.7,1.5,1.6,0.5,0.1,0.415,0.243,0.697,0.04,12.6
Dennis Schröder,17.9,3.1,6.3,0.9,0.2,0.451,0.34,0.855,0.071,31.5
Luis Scola,5.1,3.9,1,0.4,0.1,0.47,0.34,0.676,0.082,12.8
Mike Scott,2.5,2.1,0.9,0.2,0.2,0.288,0.148,0.875,-0.014,10.8
Thabo Sefolosha,7.2,4.4,1.7,1.5,0.5,0.441,0.342,0.733,0.098,25.7
Wayne Selden,5.1,1.1,0.9,0.4,0.1,0.431,0.25,0.636,0.016,16.9
Kevin Séraphin,4.7,2.9,0.5,0.1,0.4,0.551,0,0.636,0.082,11.4
Ramon Sessions,6.2,1.5,2.6,0.5,0.1,0.38,0.339,0.771,0.055,16.2
Iman Shumpert,7.5,2.9,1.4,0.8,0.4,0.411,0.36,0.789,0.05,25.5
Pascal Siakam,4.2,3.4,0.3,0.5,0.8,0.502,0.143,0.688,0.089,15.6
Jonathon Simmons,6.2,2.1,1.6,0.6,0.3,0.42,0.294,0.75,0.068,17.8
Kyle Singler,2.8,1.5,0.3,0.2,0.2,0.41,0.189,0.765,0.034,12
Marcus Smart,10.6,3.9,4.6,1.6,0.4,0.359,0.283,0.812,0.064,30.4
Ish Smith,9.4,2.9,5.2,0.8,0.4,0.439,0.267,0.706,0.076,24.1
J.R. Smith,8.6,2.8,1.5,1,0.3,0.346,0.351,0.667,0.034,29
Jason Smith,5.7,3.5,0.5,0.3,0.7,0.529,0.474,0.686,0.103,14.4
Tony Snell,8.5,3.1,1.2,0.7,0.2,0.455,0.406,0.81,0.071,29.2
Marreese Speights,8.7,4.5,0.8,0.3,0.5,0.445,0.372,0.876,0.155,15.7
Tiago Splitter,4.9,2.8,0.5,0.1,0.1,0.452,0.333,0.818,0.072,9.5
Nik Stauskas,9.5,2.8,2.4,0.6,0.4,0.396,0.368,0.813,0.031,27.4
Lance Stephenson,6.8,2.9,3.3,0.3,0.2,0.45,0.3,0.615,0.008,20.1
Jarnell Stokes,1.5,1,1,0.5,0,1,,0.5,0.48,3.5
Diamond Stone,1.4,0.9,0,0,0.1,0.231,,1,-0.211,3.4
Rodney Stuckey,7.2,2.2,2.2,0.4,0,0.373,0.317,0.748,-0.006,17.8
Jared Sullinger,3.4,2.5,0.3,0.4,0.1,0.319,0.167,0.5,-0.031,10.7
Edy Tavares,4,5.5,0.5,0,3,0.8,,0,0.15,14
Isaiah Taylor,0.8,0.8,0.8,0.3,0.3,0.143,0,0.5,-0.028,13
Jeff Teague,15.3,4,7.8,1.2,0.4,0.442,0.357,0.867,0.146,32.4
Mirza Teletović,6.4,2.3,0.7,0.2,0.2,0.373,0.341,0.778,0.025,16.2
Garrett Temple,7.8,2.8,2.6,1.3,0.4,0.424,0.373,0.784,0.061,26.6
Jason Terry,4.1,1.4,1.3,0.6,0.3,0.432,0.427,0.828,0.075,18.4
Isaiah Thomas,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,0.234,33.8
Lance Thomas,6,3.1,0.8,0.5,0.1,0.398,0.447,0.843,0.046,21
Hollis Thompson,5.1,2.8,0.9,0.5,0.2,0.385,0.337,0.655,0.047,18.8
Klay Thompson,22.3,3.7,2.1,0.8,0.5,0.468,0.414,0.853,0.129,34
Tristan Thompson,8.1,9.2,1,0.5,1.1,0.6,0,0.498,0.149,29.9
Marcus Thornton,6.6,2.3,1.2,0.6,0.1,0.4,0.35,0.852,0.042,17.4
Mike Tobey,1,1.5,0.5,0,0,0.25,,,-0.07,12.5
Anthony Tolliver,7.1,3.6,1.2,0.5,0.3,0.442,0.391,0.744,0.075,22.7
Axel Toupane,2.8,0.3,0,0.3,0.3,0.556,0.25,,0.061,11.8
Karl-Anthony Towns,25.1,12.3,2.7,0.7,1.3,0.542,0.367,0.832,0.201,37
P.J. Tucker,6.7,5.8,1.2,1.4,0.2,0.413,0.357,0.774,0.078,27.6
Evan Turner,9,3.8,3.2,0.8,0.4,0.426,0.263,0.825,0.035,25.5
Myles Turner,14.5,7.3,1.3,0.9,2.1,0.511,0.348,0.809,0.151,31.4
Beno Udrih,5.8,1.5,3.4,0.3,0,0.467,0.344,0.941,0.113,14.4
Tyler Ulis,7.3,1.6,3.7,0.8,0.1,0.421,0.266,0.775,0.029,18.4
Jarrod Uthoff,4.4,2.4,1,0.2,0.4,0.421,0.333,0.714,0.083,12.8
Jonas Valančiūnas,12,9.5,0.7,0.5,0.8,0.557,0.5,0.811,0.183,25.8
Denzel Valentine,5.1,2.6,1.1,0.5,0.1,0.354,0.351,0.778,0.031,17.1
Fred VanVleet,2.9,1.1,0.9,0.4,0.1,0.351,0.379,0.818,0.04,7.9
Anderson Varejão,1.3,1.9,0.7,0.2,0.2,0.357,,0.727,0.097,6.6
Greivis Vásquez,2.3,0.7,1.7,0.3,0.3,0.25,0.333,0.667,-0.006,13
Rashad Vaughn,3.5,1.2,0.6,0.5,0.2,0.365,0.321,0.4,-0.005,11.2
Noah Vonleh,4.4,5.2,0.4,0.4,0.4,0.481,0.35,0.638,0.069,17.1
Nikola Vučević,14.6,10.4,2.8,1,1,0.468,0.307,0.669,0.088,28.8
Sasha Vujačić,3,1.4,1.2,0.3,0,0.309,0.311,0.708,0.014,9.7
Dwyane Wade,18.3,4.5,3.8,1.4,0.7,0.434,0.31,0.794,0.09,29.9
Dion Waiters,15.8,3.3,4.3,0.9,0.4,0.424,0.395,0.646,0.057,30.1
Kemba Walker,23.2,3.9,5.5,1.1,0.3,0.444,0.399,0.847,0.142,34.7
John Wall,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,0.149,36.4
T.J. Warren,14.4,5.1,1.1,1.2,0.6,0.495,0.265,0.773,0.096,31
C.J. Watson,4.5,1.4,1.8,0.7,0,0.387,0.305,0.864,0.041,16.3
Briante Weber,3.1,1.3,1.1,0.6,0.1,0.417,0.1,0.688,0.059,10.3
David West,4.6,3,2.2,0.6,0.7,0.536,0.375,0.768,0.148,12.6
Russell Westbrook,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,0.224,34.6
Okaro White,2.8,2.3,0.6,0.3,0.3,0.379,0.353,0.909,0.066,13.5
Isaiah Whitehead,7.4,2.5,2.6,0.6,0.5,0.402,0.295,0.805,-0.023,22.5
Hassan Whiteside,17,14.1,0.7,0.7,2.1,0.557,,0.628,0.181,32.6
Andrew Wiggins,23.6,4,2.3,1,0.4,0.452,0.356,0.76,0.066,37.2
C.J. Wilcox,1,0.5,0.5,0.1,0,0.258,0.2,1,-0.09,4.9
Alan Williams,7.4,6.2,0.5,0.6,0.7,0.517,0,0.625,0.142,15.1
Deron Williams,11,2.3,5.6,0.5,0.1,0.438,0.363,0.826,0.069,25.9
Derrick Williams,6.1,2.6,0.6,0.3,0.1,0.443,0.309,0.652,0.064,16.1
Lou Williams,17.5,2.5,3,1,0.2,0.429,0.365,0.88,0.148,24.6
Marvin Williams,11.2,6.6,1.4,0.8,0.7,0.422,0.35,0.873,0.105,30.2
Reggie Williams,4.5,1,0.7,0.5,0,0.348,0.455,0.857,0.098,13.2
Troy Williams,6.2,2.3,0.8,0.9,0.3,0.437,0.29,0.656,0.032,18.6
Kyle Wiltjer,0.9,0.7,0.1,0.2,0.1,0.286,0.308,0.5,-0.039,3.1
Justise Winslow,10.9,5.2,3.7,1.4,0.3,0.356,0.2,0.617,-0.009,34.7
Jeff Withey,2.9,2.4,0.1,0.3,0.6,0.534,0,0.75,0.205,8.5
Christian Wood,2.7,2.2,0.2,0.2,0.5,0.522,0,0.733,0.125,8.2
Metta World Peace,2.3,0.8,0.4,0.4,0.1,0.279,0.237,0.625,-0.061,6.4
Brandan Wright,6.8,2.8,0.5,0.4,0.7,0.615,0,0.657,0.177,16
Delon Wright,5.6,1.8,2.1,1,0.4,0.422,0.333,0.764,0.117,16.5
James Young,2.3,0.9,0.1,0.3,0.1,0.431,0.343,0.667,0.076,7.6
Joe Young,2.1,0.5,0.5,0.1,0,0.361,0.217,0.733,-0.022,4.1
Nick Young,13.2,2.3,1,0.6,0.2,0.43,0.404,0.856,0.098,25.9
Thaddeus Young,11,6.1,1.6,1.5,0.4,0.527,0.381,0.523,0.1,30.2
Cody Zeller,10.3,6.5,1.6,1,0.9,0.571,0,0.679,0.157,27.8
Tyler Zeller,3.5,2.4,0.8,0.1,0.4,0.494,0,0.564,0.094,10.3
Stephen Zimmerman,1.2,1.8,0.2,0.1,0.3,0.323,,0.6,-0.005,5.7
Paul Zipser,5.5,2.8,0.8,0.3,0.4,0.398,0.333,0.775,0.03,19.2
Ivica Zubac,7.5,4.2,0.8,0.4,0.9,0.529,0,0.653,0.086,16
