Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS/48,MP
Josh Howard,15.6,6.3,1.9,1.2,0.4,0.471,0.429,0.734,0.168,32.5
Juwan Howard,11.8,6.7,1.4,0.6,0.1,0.459,0,0.806,0.069,31.7
Troy Hudson,9.5,1.2,2.9,0.3,0.1,0.381,0.396,0.923,0.042,22.2
Larry Hughes,15.5,4.5,3.6,1.5,0.6,0.409,0.368,0.756,0.067,35.6
Kris Humphries,3,2.5,0.5,0.4,0.3,0.379,0,0.523,0.019,10
Lindsey Hunter,2.9,1.3,2.1,0.6,0,0.37,0.256,0.5,0.066,11.8
Steven Hunter,6.1,3.9,0.2,0.2,1.1,0.601,,0.514,0.09,19
Andre Iguodala,12.3,5.9,3.1,1.6,0.3,0.5,0.354,0.754,0.116,37.6
Zydrunas Ilgauskas,15.6,7.6,1.2,0.5,1.7,0.506,0,0.834,0.184,29.3
D.J. Mbenga,1.7,1.3,0,0.1,0.6,0.533,0,0.5,0.092,5.5
Allen Iverson,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,0.165,43.1
Royal Ivey,3.6,1.3,1,0.3,0.1,0.439,0.4,0.727,0.034,13.4
Jarrett Jack,6.7,2,2.8,0.5,0,0.442,0.263,0.8,0.035,20.2
Bobby Jackson,11.4,3.1,2.7,0.9,0,0.382,0.389,0.733,0.095,25
Jermaine Jackson,1.2,0.9,0.8,0.1,0,0.423,0.25,0.857,0.047,6.7
Jim Jackson,3,1.9,0.9,0.3,0.2,0.294,0.243,0.692,-0.078,12.8
Luke Jackson,2.7,1.1,0.7,0.3,0.1,0.341,0.333,0.788,-0.003,8.8
Marc Jackson,6.5,3.4,0.7,0.2,0.1,0.472,0.5,0.805,0.057,16
Stephen Jackson,16.4,3.9,2.8,1.3,0.5,0.411,0.345,0.786,0.073,35.9
Jerome James,3,2,0.3,0.1,0.5,0.463,,0.625,-0.062,9
LeBron James,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,0.232,42.5
Mike James,20.3,3.3,5.8,0.9,0,0.469,0.442,0.837,0.125,37
Antawn Jamison,20.5,9.3,1.9,1.1,0.1,0.442,0.394,0.731,0.119,40.1
Marko Jarić,7.8,3.1,3.9,1.4,0.3,0.399,0.301,0.688,0.053,28
Šarūnas Jasikevičius,7.3,2,3,0.5,0.1,0.396,0.364,0.91,0.103,20.8
Al Jefferson,7.9,5.1,0.5,0.5,0.8,0.499,0,0.642,0.105,18
Richard Jefferson,19.5,6.8,3.8,0.8,0.2,0.493,0.319,0.812,0.184,39.2
Jared Jeffries,6.4,4.9,1.9,0.8,0.6,0.451,0.32,0.589,0.076,25.3
Amir Johnson,6.7,1.3,1,0,0.7,0.7,0.667,1,0.208,13
Anthony Johnson,9.2,2.2,4.3,0.8,0.3,0.443,0.329,0.752,0.108,26.4
DerMarr Johnson,6.1,1.7,0.9,0.4,0.4,0.431,0.35,0.81,0.07,15.9
Ervin Johnson,0.8,1.3,0.1,0.1,0.1,0.412,,0.5,-0.01,4.5
Joe Johnson,20.2,4.1,6.5,1.3,0.4,0.453,0.356,0.791,0.086,40.7
Linton Johnson,4.3,3.4,0.4,0.3,0.3,0.409,0.361,0.667,0.036,14.6
Dahntay Jones,4,1.5,0.5,0.5,0.2,0.414,0.143,0.645,0.029,13.6
Damon Jones,6.7,1.6,2.1,0.5,0,0.387,0.377,0.64,0.077,25.5
Dwayne Jones,1,2.2,0.1,0.1,0.2,0.4,,0.462,0.081,6.2
Eddie Jones,11.8,3.7,2.4,1.7,0.4,0.404,0.356,0.781,0.141,32.5
Fred Jones,9.6,2.5,2.3,0.8,0.3,0.417,0.337,0.763,0.069,27
James Jones,9.3,3.4,0.8,0.5,0.7,0.418,0.386,0.851,0.11,23.6
Jumaine Jones,10.5,4.9,0.8,0.9,0.3,0.405,0.343,0.727,0.068,27.5
Chris Kaman,11.9,9.6,1,0.6,1.4,0.523,0,0.77,0.114,32.8
Jason Kapono,4.1,1.4,0.7,0.1,0.1,0.446,0.396,0.848,0.085,13
Mario Kasun,2.9,2.1,0.1,0.1,0.1,0.449,,0.783,0.059,7.6
Viktor Khryapa,5.8,4.4,1.3,0.7,0.4,0.462,0.333,0.694,0.042,21.6
Jason Kidd,13.3,7.3,8.4,1.9,0.4,0.404,0.352,0.795,0.163,37.2
Andrei Kirilenko,15.3,8,4.3,1.5,3.2,0.46,0.308,0.699,0.145,37.7
Linas Kleiza,3.5,1.9,0.2,0.2,0.2,0.445,0.154,0.704,0.111,8.5
Brevin Knight,12.6,3.2,8.8,2.3,0.1,0.399,0.231,0.803,0.101,34.1
Yaroslav Korolev,1.1,0.5,0.4,0.1,0,0.3,0.286,0.7,-0.013,5.3
Kyle Korver,11.5,3.3,2,0.8,0.3,0.43,0.42,0.849,0.086,31.3
Nenad Krstić,13.5,6.4,1.1,0.4,0.8,0.507,0.25,0.698,0.105,30.9
Toni Kukoč,4.9,2.3,2.1,0.5,0.3,0.389,0.306,0.714,0.053,15.7
Raef LaFrentz,7.8,5,1.4,0.4,0.9,0.431,0.392,0.68,0.101,24.8
Maciej Lampe,0.7,1.5,0.3,0,0,0.182,,0,-0.332,4.7
David Lee,5.1,4.5,0.6,0.4,0.3,0.596,,0.577,0.116,16.9
Voshon Lenard,7.3,1.8,1.6,0.8,0.2,0.393,0.321,0.516,-0.013,17.6
Rashard Lewis,20.1,5,2.3,1.3,0.6,0.467,0.384,0.818,0.138,36.9
Randy Livingston,0,0.8,0.2,0.2,0,0,,,-0.045,4.4
Shaun Livingston,5.8,3,4.5,0.8,0.5,0.427,0.125,0.688,0.041,25
John Lucas III,2.3,0.4,0.9,0.4,0,0.389,0.222,,-0.027,8.2
Tyronn Lue,11,1.6,3.1,0.5,0.1,0.459,0.457,0.855,0.104,24.2
Arvydas Macijauskas,2.3,0.5,0.3,0.4,0,0.341,0.25,0.867,-0.001,7.1
Mark Madsen,1.2,2.3,0.2,0.4,0.3,0.409,0,0.426,0.043,10.9
Corey Maggette,17.8,5.3,2.1,0.6,0.1,0.445,0.338,0.828,0.154,29.5
Jamaal Magloire,9.2,9.5,0.7,0.4,1,0.467,,0.535,0.039,30.1
Stephon Marbury,16.3,2.9,6.4,1.1,0.1,0.451,0.317,0.755,0.084,36.6
Shawn Marion,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,0.214,40.3
Sean Marks,3.2,1.7,0.3,0.2,0.3,0.521,0,0.583,0.156,7.2
Donyell Marshall,9.3,6.1,0.7,0.7,0.5,0.395,0.324,0.748,0.097,25.6
Rawle Marshall,3.1,1.3,0.4,0.3,0.3,0.4,0.333,0.759,0.043,10.5
Darrick Martin,2.6,0.5,1.4,0.4,0,0.351,0.4,0.75,0.052,8.5
Kenyon Martin,12.9,6.3,1.4,0.8,0.9,0.495,0.227,0.712,0.117,27.6
Kevin Martin,10.8,3.6,1.3,0.8,0.1,0.48,0.369,0.847,0.137,26.6
Desmond Mason,10.8,4.3,0.9,0.6,0.2,0.399,0.167,0.682,-0.005,30
Jason Maxiell,2.3,1.1,0.1,0.2,0.2,0.426,,0.333,-0.054,6.1
Sean May,8.2,4.7,1,0.7,0.5,0.409,0,0.766,0.047,17.3
Rashad McCants,7.9,1.8,0.8,0.6,0.3,0.45,0.372,0.736,0.058,17.2
Walter McCarty,2.4,1.9,0.6,0.2,0.1,0.333,0.222,0.571,-0.001,9.8
Antonio McDyess,7.8,5.3,1.1,0.6,0.6,0.509,0,0.557,0.128,21.1
Tracy McGrady,24.4,6.5,4.8,1.3,0.9,0.406,0.312,0.747,0.112,37.1
Jeff McInnis,5.3,1.8,1.9,0.4,0.1,0.441,0.188,0.69,0.031,17.4
Aaron McKie,0.5,1.4,0.8,0.4,0,0.25,0,0.5,0.041,8.6
Keith McLeod,5.6,1.2,2.3,0.6,0.1,0.353,0.293,0.797,0.024,18.7
Stanislav Medvedenko,1,0,0.5,0,0,0.5,,,0.114,3
Chris Mihm,10.2,6.3,1,0.3,1.2,0.501,,0.716,0.124,26.1
Aaron Miles,0.8,0.7,1.3,0.2,0.1,0.333,,1,-0.015,6.2
C.J. Miles,3.4,1.7,0.7,0.3,0.1,0.368,0.25,0.75,0.076,8.8
Darius Miles,14,4.6,1.8,1.1,1,0.461,0.2,0.534,-0.037,32.2
Darko Miličić,4.8,2.7,0.7,0.3,1.4,0.509,0,0.56,0.073,13.9
Andre Miller,13.7,4.3,8.2,1.3,0.2,0.463,0.185,0.738,0.101,35.8
Brad Miller,15,7.8,4.7,0.8,0.8,0.495,0.386,0.828,0.15,37
Mike Miller,13.7,5.4,2.7,0.7,0.4,0.466,0.407,0.8,0.157,30.6
Yao Ming,22.3,10.2,1.5,0.5,1.6,0.519,0,0.853,0.211,34.2
Cuttino Mobley,14.8,4.3,3,1.2,0.5,0.426,0.339,0.839,0.086,37.7
Nazr Mohammed,6.2,5.2,0.5,0.3,0.6,0.504,,0.785,0.156,17.4
Sergei Monia,3,2,0.7,0.3,0.2,0.333,0.265,0.714,-0.025,13.2
Mikki Moore,3.3,2.8,0.6,0.1,0.3,0.435,0,0.742,0.006,12.4
Terence Morris,1.6,1.7,0.2,0.3,0.2,0.327,0,1,-0.031,8.7
Alonzo Mourning,7.8,5.5,0.2,0.2,2.7,0.597,0,0.594,0.176,20
Troy Murphy,14,10,1.4,0.6,0.4,0.433,0.32,0.787,0.125,34
Lamond Murray,3.4,2.3,0.2,0.3,0.1,0.398,0.346,0.625,0.076,10.1
Ronald Murray,11.2,2,2.6,0.9,0.1,0.418,0.262,0.711,0.015,27.8
Dikembe Mutombo,2.6,4.8,0.1,0.3,0.9,0.526,,0.758,0.156,14.9
Boniface N'Dong,2.2,1.6,0.3,0.1,0.2,0.415,0,0.667,0.058,6.6
Boštjan Nachbar,4.4,1.7,0.8,0.4,0.1,0.346,0.268,0.682,0.005,13.9
Lee Nailon,4.2,1.9,0.3,0.4,0.2,0.5,,0.867,0.096,10.8
Eduardo Nájera,5.4,5.1,0.8,0.8,0.5,0.422,0.333,0.781,0.09,22.6
Steve Nash,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,0.212,35.4
Jameer Nelson,14.6,2.9,4.9,1.1,0.1,0.483,0.424,0.779,0.132,28.8
Rasho Nesterović,4.5,3.9,0.4,0.3,1.1,0.515,0,0.6,0.118,18.9
Ira Newble,1.3,1.6,0.3,0.1,0.3,0.298,0.231,0.688,0.009,9.8
Andrés Nocioni,13,6.1,1.4,0.5,0.6,0.461,0.391,0.843,0.144,27.3
Moochie Norris,2.8,1.2,1.1,0.4,0,0.411,0.286,0.69,0.029,9.4
Dirk Nowitzki,26.6,9,2.8,0.7,1,0.48,0.406,0.901,0.275,38.1
Jermaine O'Neal,20.1,9.3,2.6,0.5,2.3,0.472,0.3,0.709,0.131,35.3
Shaquille O'Neal,20,9.2,1.9,0.4,1.8,0.6,,0.469,0.164,30.6
Fabricio Oberto,1.7,2.1,0.5,0.2,0.2,0.473,0,0.556,0.105,8.3
Lamar Odom,14.8,9.2,5.5,0.9,0.8,0.481,0.372,0.69,0.137,40.3
Emeka Okafor,13.2,10,1.2,0.8,1.9,0.415,,0.656,0.054,33.6
Mehmet Okur,18,9.1,2.4,0.5,0.9,0.46,0.342,0.78,0.152,35.9
Kevin Ollie,2.7,1.4,1.4,0.5,0,0.431,0.333,0.837,0.048,15.3
Michael Olowokandi,5,4.6,0.5,0.5,0.7,0.446,,0.511,0.014,19.1
Greg Ostertag,2.4,3.8,1,0.1,1.1,0.492,,0.5,0.076,13.5
Bo Outlaw,2.3,2.4,0.4,0.3,0.4,0.603,,0.625,0.101,11.1
Travis Outlaw,5.8,2.7,0.5,0.4,0.7,0.44,0.264,0.697,0.039,16.7
Andre Owens,3,0.9,0.3,0.2,0,0.365,0.188,0.667,-0.047,9.1
Zaza Pachulia,11.7,7.9,1.7,1.1,0.5,0.451,0,0.735,0.077,31.4
Scott Padgett,3.4,2.7,0.7,0.5,0.2,0.353,0.347,0.794,0.123,11.6
Milt Palacio,6.2,1.9,2.7,0.7,0.2,0.424,0.063,0.653,0.008,19.4
Jannero Pargo,4.8,1.1,1.6,0.4,0,0.373,0.379,0.81,-0.008,11.3
Smush Parker,11.5,3.3,3.7,1.7,0.2,0.447,0.366,0.694,0.1,33.8
Tony Parker,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,0.169,33.9
Ruben Patterson,12.1,3.4,1.8,1.1,0.3,0.515,0.077,0.601,0.055,25.2
Chris Paul,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,0.178,36
Sasha Pavlović,4.5,1.5,0.5,0.4,0.1,0.41,0.365,0.653,0.03,15.3
Gary Payton,7.7,2.9,3.2,0.9,0.1,0.42,0.287,0.794,0.085,28.5
Kendrick Perkins,5.2,5.9,1,0.3,1.5,0.515,0,0.615,0.082,19.6
Morris Peterson,16.8,4.6,2.3,1.3,0.2,0.436,0.395,0.82,0.09,38.3
Johan Petro,5.2,4.4,0.2,0.4,0.8,0.51,,0.627,0.037,18.9
Eric Piatkowski,2,0.8,0.4,0.2,0,0.393,0.273,0.4,0.018,7.9
Paul Pierce,26.8,6.7,4.7,1.4,0.4,0.471,0.354,0.772,0.178,39
Mickaël Piétrus,9.3,3.1,0.8,0.6,0.2,0.404,0.318,0.608,0.024,22.7
Zoran Planinić,3.4,1.3,0.9,0.4,0.1,0.361,0.232,0.697,0.005,10.6
Pavel Podkolzin,3,7,0,0,1,0,,0.5,-0.135,18
Scot Pollard,3.8,4.8,0.5,0.8,0.4,0.455,,0.763,0.134,17.1
James Posey,7.2,4.8,1.3,0.8,0.3,0.403,0.403,0.787,0.104,28.6
Vitaly Potapenko,2.5,1.9,0.3,0.1,0.1,0.521,,0.588,0.012,10.7
Josh Powell,3,2.2,0.2,0.2,0.1,0.457,,0.8,0.079,11.6
Ronnie Price,2.1,0.5,0.4,0.2,0,0.362,0.222,1,0.021,5.2
Tayshaun Prince,14.1,4.2,2.3,0.8,0.5,0.455,0.35,0.765,0.115,35.3
Laron Profit,4.2,1.7,0.6,0.4,0.2,0.476,0.167,0.875,0.05,11.2
Joel Przybilla,6.1,7,0.8,0.4,2.3,0.548,,0.532,0.078,24.9
Vladimir Radmanović,9.8,4.6,1.8,0.8,0.4,0.407,0.39,0.816,0.091,25.6
Shavlik Randolph,2.3,2.3,0.3,0.3,0.2,0.454,,0.606,0.105,8.5
Zach Randolph,18,8,1.9,0.8,0.2,0.436,0.291,0.714,0.024,34.4
Theo Ratliff,4.9,5.1,0.5,0.3,1.6,0.571,,0.651,0.074,23.7
Željko Rebrača,4.7,2.2,0.3,0.2,0.7,0.542,,0.756,0.086,14.2
Michael Redd,25.4,4.3,2.9,1.2,0.1,0.45,0.395,0.877,0.166,39.1
Justin Reed,4.5,1.7,0.6,0.3,0.2,0.403,0,0.725,0.021,13.8
Jason Richardson,23.2,5.8,3.1,1.3,0.5,0.446,0.384,0.673,0.122,38.4
Quentin Richardson,8.2,4.2,1.6,0.7,0.1,0.355,0.34,0.67,0.023,26.2
Luke Ridnour,11.5,3,7,1.6,0.3,0.418,0.289,0.877,0.081,33.2
Anthony Roberson,2.2,0.4,0.3,0.1,0,0.452,0.5,1,0.088,5.5
Lawrence Roberts,1.5,1.5,0.2,0.2,0.1,0.455,0,0.478,0.144,5.5
Bernard Robinson,6.4,3.3,1.2,1.2,0.2,0.43,0.095,0.791,0.061,19.7
Clifford Robinson,6.9,3.3,1.1,0.6,0.5,0.427,0.343,0.658,0.073,23.3
Nate Robinson,9.3,2.3,2,0.8,0,0.407,0.397,0.752,0.046,21.4
Jalen Rose,12.3,2.9,2.5,0.4,0.2,0.423,0.343,0.78,0.06,27.5
Malik Rose,4.4,3.6,0.9,0.6,0.2,0.374,1,0.781,0.021,15.5
Quinton Ross,4.7,2.5,1.2,0.8,0.2,0.422,0,0.76,0.05,22.6
